playlist_name,playlist_id,followers,average_danceability,average_energy,average_key,average_loudness,average_mode,average_speechiness,average_acousticness,average_instrumentalness,average_liveness,average_valence,average_tempo,average_time_signature,average_duration_ms,total_duration,total_num,genre,max_popularity,avg_popularity
Punk Unplugged,37i9dQZF1DXcBkxDaAQX0a,114789,0.519670886,0.498594937,5.316455696,-7.694721519,0.886075949,0.031691139,0.435741658,0.000899671,0.142696203,0.431544304,127.9460253,3.860759494,213716.3544,16883592,79,pop,68,40.2278481
Garage Rock Revival,37i9dQZF1DXbMYUPb05hjJ,188101,0.438902439,0.885634146,5.780487805,-4.638658537,0.609756098,0.070765854,0.027485157,0.155308512,0.240968293,0.56054878,138.0220976,3.975609756,204003.4146,8364140,41,rock,78,38.68292683
Is It New Wave?,37i9dQZF1DX3Gj7nguS95W,137462,0.60548,0.78972,5.12,-8.02788,0.84,0.081876,0.0831076,0.020515117,0.135572,0.72208,137.56068,4,231737.04,5793426,25,rock,71,49
Wanderlust,6Hyc4LOiiaeFdDXQAVa1R6,4502,0.533839286,0.5115,4.732142857,-8.735946429,0.803571429,0.041526786,0.448504464,0.041179873,0.165142857,0.427785714,113.1734464,3.857142857,223830.6786,12534518,56,indie,76,36.60714286
Film & TV Favorites,37i9dQZF1DWZC2yew0xGiz,781570,0.531677419,0.448469355,4.758064516,-11.56620968,0.85483871,0.110827419,0.634853432,0.005340379,0.186635484,0.535759677,116.7512742,3.790322581,177798.5484,11023510,62,soundtrack,73,44.61290323
Art of Fugue,37i9dQZF1DWWcdoD971JiK,11512,0.315010526,0.159411579,4.894736842,-22.23794737,0.526315789,0.047163158,0.893605263,0.697562789,0.189389474,0.241439474,105.8317368,3.789473684,363743.9474,13822270,38,classical,25,8.552631579
Classical Dance Music: Ballet & Beyond,37i9dQZF1DXabrEiRjQMgs,108573,0.35964,0.1479578,4.66,-22.29418,0.7,0.04295,0.92578,0.7304376,0.149814,0.325898,106.69746,3.74,262229.1,13111455,50,classical,45,28.32
Single. + Loving it.,37i9dQZF1DX2i24iHGhL24,14308,0.684634146,0.80997561,5.756097561,-4.544317073,0.43902439,0.095339024,0.088605537,0.00080313,0.21344878,0.619804878,130.2891463,4,216123.2195,8861052,41,pop,76,56.56097561
The Life Eclectic,35HteeTTB5NE0hsliZ77H1,56,0.568507937,0.619915873,5.873015873,-7.657539683,0.619047619,0.053673016,0.276705984,0.152283336,0.183393651,0.428639683,117.825254,3.920634921,230133.0952,14498385,63,indie,59,17.49206349
Evening Serenades,2zlFpwRI7aroWy0ecv6O34,644,0.158225414,0.054975729,2.939226519,-13.10552486,0.447513812,0.024981768,0.510475138,0.363294855,0.087971271,0.11098895,59.12114365,2.049723757,185108.8011,33504693,181,classical,38,0.91160221
Flex & Flow,2idQpnxeioGlOsW66uaQ3U,124,0.371865217,0.384930435,4.304347826,-14.00191304,0.608695652,0.05593913,0.590258261,0.619515652,0.147595652,0.116613043,125.1284783,3.52173913,210116.4348,4832678,23,indie,67,20.56521739
Workday â€“ Zen,1oDFttzXiLUJLjMyulUugY,277,0.32392,0.319411467,4.773333333,-17.84142667,0.586666667,0.048837333,0.6913166,0.8323532,0.144984,0.132484,106.2538933,3.746666667,425830.7067,31937303,75,ambient,68,18.25333333
Keep it Low Key,26AgqJwDHB7p2SKJFHrtte,91,0.531185185,0.485592593,5.703703704,-9.268148148,0.666666667,0.037655556,0.521477778,0.07606582,0.164255556,0.325166667,118.3574444,3.925925926,241974.8148,6533320,27,indie,69,32.2962963
Acoustic Hits: Oldies but Goodies,37i9dQZF1DWUH2AzNQzWua,2298003,0.56175,0.549611111,5.388888889,-7.202597222,0.819444444,0.042323611,0.354909861,0.002383797,0.177244444,0.422059722,115.7380278,3.930555556,243820.1111,17555048,72,pop,82,65.01388889
Classical CafÃ©,0Tn4EK4iKI58XnvWHuMMm0,512,0.21980339,0.066556102,4.762711864,-26.02830508,0.677966102,0.045330508,0.924338983,0.814254237,0.114927119,0.098215254,93.39371186,3.593220339,368538.3051,21743760,59,classical,67,25.50847458
Classical Guitar 50: Spotify Picks,37i9dQZF1DWXBq4mDDFnfA,57064,0.39224,0.1106262,4.72,-24.82522,0.58,0.046204,0.97624,0.89102,0.107218,0.298266,106.83364,3.68,276638.6,13831930,50,classical,41,30.78
The Grove,5H22bACwDGRsIQQyE9oy3I,8,0.48648,0.3938,4.6,-10.35036,0.68,0.035344,0.6502,0.10450642,0.138056,0.314056,109.99992,3.92,216533.32,5413333,25,None,36,17.8
Fresh Jazz | The New Vanguard,1Htq6RhM8B9MgMXdwqgPxW,270,0.467955556,0.416088889,6.177777778,-13.61271111,0.444444444,0.052753333,0.529772222,0.641215556,0.164926667,0.353875556,113.2960889,3.666666667,340904.5778,15340706,45,blues,49,17.31111111
Get Lifted,6jbGdICAmvGjlURC1gcgRe,113,0.6427,0.50169,5.566666667,-8.895766667,0.666666667,0.090143333,0.403993333,0.024954452,0.15474,0.499733333,98.33636667,3.966666667,235054.2667,7051628,30,soul,67,35.93333333
A Soft Backdrop,37i9dQZF1DXc6Umi4GHdr1,181003,0.416666667,0.129269231,4.58974359,-18.33133333,0.564102564,0.041587179,0.928102564,0.631680615,0.150892308,0.213297436,107.7810256,3.769230769,281386.6154,10974078,39,blues,67,44.43589744
Good Times Great Oldies,37i9dQZF1DXa19sXUAHiO1,424203,0.5706,0.500466667,4.833333333,-10.70486667,0.733333333,0.039028333,0.430119833,0.031354784,0.177903333,0.547338333,121.4542167,3.95,238510.6833,14310641,60,other,80,57.7
Jazz on the Rocks,6juf9A1KL8naPZFa2YngsM,210,0.449544,0.39692,5.08,-13.4264,0.6,0.043308,0.614664,0.70032,0.135156,0.322012,119.8166,3.8,340454.4,8511360,25,blues,38,12.44
#SundayFunday,5cdRxEiQmawJaraYYEF7Di,635,0.688811321,0.754188679,5.037735849,-4.920584906,0.490566038,0.075481132,0.088010321,0.003998637,0.166567925,0.619528302,118.6824717,4,224984.434,11924175,53,pop,82,54.73584906
#FlashbackFriday,2dWfCGZguakRQagX7wM6Mi,307,0.65232,0.673036,5.54,-6.59894,0.66,0.076406,0.154853648,0.002341861,0.164062,0.57172,112.31442,4,253805.86,12690293,50,pop,78,47.08
Amped up.,0kVaFpvoi0O4IbyJyEZckU,1407,0.257223077,0.454681319,2.637362637,-2.748153846,0.395604396,0.036582967,0.025819802,0.0534441,0.106456044,0.294989011,72.11926923,2.192307692,115241.4451,20973943,182,rock,73,14.9010989
AMERICANAFEST 2017,37i9dQZF1DWW16KtJs20ZT,5898,0.188835088,0.169293333,1.859649123,-3.235235088,0.277192982,0.012414386,0.171567789,0.022224965,0.054802105,0.157111579,41.48173333,1.368421053,80965.24561,23075095,285,indie,62,12.42105263
Under the Covers,37i9dQZF1DX9xJGcbAX1KJ,5701,0.56593617,0.323865957,5.404255319,-10.3132766,0.808510638,0.039078723,0.694861915,0.005233056,0.17246383,0.36506383,117.2091915,4,212342,9980074,47,soul,72,46.42553191
The New Standards,5ahhg3aywppGeJs8tXvZOo,60,0.51832,0.35194,4.72,-10.69012,0.72,0.055824,0.66788,0.01382379,0.14,0.41176,124.1448,3.88,208577.72,5214443,25,blues,58,31
Up & Out,2udwObkzQEPQWbUi95SzGM,120,0.538409091,0.6685,5.272727273,-6.594,0.863636364,0.045609091,0.212745682,0.04217876,0.16185,0.436181818,124.2561818,4,226650.1364,4986303,22,indie,85,49.77272727
Acoustic Grit,37i9dQZF1DXaiAJKcabR16,122413,0.515109091,0.438227273,5.254545455,-9.693090909,0.672727273,0.057252727,0.556146727,0.112370822,0.140385455,0.409654545,119.1380545,3.781818182,235976.1636,12978689,55,blues,69,32.25454545
Take it Easy,3vnx7BaCl3YmHrg3WGLedp,769,0.523926316,0.470206316,5.484210526,-9.069989474,0.863157895,0.034503158,0.424292568,0.066447892,0.156973684,0.409515789,116.4567684,3.915789474,231020.4,21946938,95,indie,69,29.96842105
Nordic Folk,37i9dQZF1DX4jUyNIMkj6N,57972,0.508951807,0.347446988,5.361445783,-11.44021687,0.746987952,0.03540241,0.65499253,0.080841828,0.157577108,0.302549398,114.4199759,3.879518072,219946.4096,18255552,83,None,69,35.45783133
Britfolk,5XyoROE7WrTHtvcwFrhzO1,1723,0.5066,0.3838,5.733333333,-10.6398,0.4,0.037953333,0.742733333,0.071609827,0.190033333,0.328413333,123.997,3.866666667,239615.7333,3594236,15,indie,63,34.06666667
Morning Rituals,7iJKTAmd5aP1opVYLB3XJ4,380,0.504431373,0.375364706,5.235294118,-11.58868627,0.784313725,0.036492157,0.649045294,0.072090292,0.157541176,0.343535294,119.2281176,3.941176471,241348.3922,12308768,51,indie,73,41.96078431
#MakeitHappen,5sty33UvgJZzeyfocoOaUV,52,0.647433333,0.7041,4.166666667,-5.458866667,0.7,0.080153333,0.110001833,0.001203358,0.164686667,0.5292,118.8435,4,220559.2,6616776,30,pop,81,55.43333333
Singing in the Shower...,5LtwydYUv9Um4D2toY3Wzh,1069,0.644707317,0.67797561,4.536585366,-5.654243902,0.56097561,0.081485366,0.116299707,0.000833875,0.205821951,0.495390244,120.536561,4.024390244,234888.1707,9630415,41,pop,85,58.04878049
Indie Acoustic,37i9dQZF1DWUDoJcM4v6Tm,613661,0.479304762,0.241982857,4.666666667,-12.11425714,0.714285714,0.03496,0.773847619,0.078599042,0.134866667,0.229198095,110.0974095,3.704761905,223755.6952,23494348,105,indie,72,38.63809524
Vintage Blues Folk,6zcjhNUkQ6taQK9hxhweCj,0,0.509083333,0.498035417,5.333333333,-9.3054375,0.708333333,0.06118125,0.487667292,0.109764874,0.158127083,0.453208333,121.6258542,3.8125,225763.5417,10836650,48,blues,69,26.83333333
Indie Ballads,0aXP5u51kHZiKvxkUPq0IL,0,0.488035088,0.436119298,4.473684211,-9.081929825,0.736842105,0.038168421,0.615219298,0.060261179,0.156957895,0.307291228,114.7579825,3.649122807,240492.5789,13708077,57,pop,70,30.50877193
Barista Blend,25zEHXJzEQZU1eyF6eqEzD,0,0.516123077,0.290203077,4.907692308,-12.46612308,0.846153846,0.035744615,0.688218462,0.063476983,0.147369231,0.376964615,114.5553231,3.784615385,221639.2769,14406553,65,pop,83,44.69230769
Relax & Unwind,37i9dQZF1DWU0ScTcjJBdj,2722055,0.522837838,0.436383784,5.743243243,-10.24105405,0.756756757,0.040335135,0.602760811,0.055892018,0.171562162,0.291090541,122.1468243,3.878378378,240886.473,17825599,74,indie,77,58.10810811
Songs to Sing in the Car,37i9dQZF1DWWMOmoXKqHTD,1427538,0.420839161,0.469125874,3.671328671,-4.279699301,0.454545455,0.045704895,0.138771846,0.002636898,0.118017483,0.342160839,83.28204895,2.762237762,167581.1888,23964110,143,pop,97,40.77622378
Home Sweet Home,3MAEbGRa9tUlU7AlE66sIr,3084,0.534868421,0.355260526,4.631578947,-11.83442105,0.894736842,0.034573684,0.703342105,0.063728528,0.163660526,0.324113158,119.3200263,3.894736842,239796.7105,9112275,38,indie,73,45.68421053
Endorphin Rush,37i9dQZF1DX8gmkqVvLjKg,202507,0.508478261,0.777956522,5.043478261,-5.479456522,0.760869565,0.077986957,0.125689165,0.034185873,0.177119565,0.540478261,122.0793043,4,202255.7609,9303765,46,rock,73,46.13043478
Americana Icons,37i9dQZF1DX7tfbjVrTPnV,99018,0.383517483,0.35427972,3.531468531,-6.993608392,0.594405594,0.031141958,0.325977133,0.028813522,0.147209091,0.395659441,88.78441259,2.671328671,162206.049,23195465,143,rock,70,21.62937063
Swagger,37i9dQZF1DWSlw12ofHcMM,553938,0.505144737,0.729328947,4.868421053,-6.153552632,0.657894737,0.070092105,0.130439903,0.063335705,0.208442105,0.482610526,125.5548158,3.973684211,203355.4737,15455016,76,blues,72,38.55263158
Bring Back the 2000s,5baU2nNxC8ag8XzlHNsANg,5658,0.710226667,0.704586667,4.36,-5.90388,0.6,0.13126,0.120557977,0.002856245,0.159432,0.63288,116.8534533,3.96,242066.8533,18155014,75,pop,83,51.54666667
World Folk,0ByLkBLDx1AS5yXJuBTyCd,0,0.595555556,0.494702778,4.138888889,-10.16383333,0.555555556,0.074958333,0.554261111,0.164808607,0.143,0.549261111,120.2786667,3.916666667,225608.7778,8121916,36,None,63,19.27777778
Alone on Christmas,37i9dQZF1DXbgPVq1ydgmS,3842,0.436766667,0.351123333,5.766666667,-10.64986667,0.833333333,0.034743333,0.650066667,0.000656263,0.15077,0.3242,120.1422333,3.7,227816.8333,6834505,30,pop,75,38.86666667
"Creepy, Stupid, Love",37i9dQZF1DWWTA1Ie7iu8r,11179,0.54824,0.59624,4.9,-8.1401,0.42,0.058998,0.25671474,0.034621923,0.183164,0.488696,128.42632,3.92,236625.08,11831254,50,pop,90,52.4
Doo-Wop Dee Doo,37i9dQZF1DX9GxQjEBVviW,44785,0.480285714,0.435291837,5.693877551,-10.60132653,0.816326531,0.056222449,0.765693878,0.007329469,0.217940816,0.677918367,129.6930204,3.734693878,152994.6122,7496736,49,oldies,63,39.26530612
Happy Days,37i9dQZF1DX84kJlLdo9vT,113235,0.60456,0.61524,5.2,-8.28838,0.9,0.042516,0.431029,0.005594073,0.188902,0.77142,122.5507,4,163412.4,8170620,50,pop,76,54.18
Indie One Stop,6OeIIMFsdtsL9VUyL6PDvX,54,0.55112,0.73486,5.44,-6.45354,0.66,0.052078,0.19499828,0.130379471,0.195522,0.51272,121.84422,4,245180.72,12259036,50,rock,70,36.26
Your Favorite Coffeehouse,37i9dQZF1DX6ziVCJnEm59,2767536,0.529712766,0.292861702,5.180851064,-12.61951064,0.914893617,0.036054255,0.76026383,0.041384291,0.140870213,0.326538298,113.5397766,3.904255319,212445.7766,19969903,94,indie,77,53.58510638
Strategic Beats,37i9dQZF1DWWjzSJiwLKmQ,29231,0.696130435,0.70926087,6.391304348,-7.454434783,0.434782609,0.214182609,0.086799217,0.046492794,0.220773913,0.576043478,107.4426957,3.913043478,233649.1739,5373931,23,rap,76,43.52173913
"Songs For You, Not Your Parents",37i9dQZF1DWSTMvoYNwNlb,130660,0.409432432,0.523168919,3.466216216,-3.581216216,0.513513514,0.046988514,0.049316699,0.006151343,0.143879054,0.373068919,82.48169595,2.722972973,148239.6284,21939465,148,pop,81,24.22297297
Valentine's Day Love,37i9dQZF1DX4pAtJteyweQ,238047,0.537597826,0.521033696,4.826086957,-8.542945652,0.782608696,0.042696739,0.36918875,0.011265891,0.155025,0.393371739,113.1810543,3.804347826,250883.087,23081244,92,pop,85,60.5326087
Beat Down Your Morning,4qstWgP2KMRSiTY3a1fF2R,887,0.508318182,0.9285,6.227272727,-4.358409091,0.636363636,0.095068182,0.001467482,0.037934759,0.200927273,0.557136364,121.8183182,4,211964.5455,4663220,22,metal,74,45
Informal is Now Normal,37i9dQZF1DWSW9N1LzsxxX,57219,0.262671171,0.334702703,2.153153153,-2.785265766,0.324324324,0.026124324,0.0634036,0.03084278,0.075544595,0.212978829,53.97997297,1.792792793,102140.7477,22675246,222,indie,69,11.01351351
Songs That Don't Suck,37i9dQZF1DX6JlGMirSmOs,23746,0.575796875,0.667884375,4.953125,-7.77934375,0.671875,0.0734125,0.275604636,0.076288897,0.1900375,0.499804688,123.9341719,3.96875,244888.8906,15672889,64,rock,85,34.171875
Pumping Iron,37i9dQZF1DWZYWNM3NfvzJ,609360,0.489898876,0.926955056,5.887640449,-4.170202247,0.662921348,0.093932584,0.002385322,0.049668376,0.222774157,0.48058427,131.9262697,3.97752809,219621.7303,19546334,89,metal,74,45.4494382
Solitary Ride,37i9dQZF1DWYDwcSz4xLNu,84107,0.514491525,0.768762712,5.372881356,-6.575830508,0.796610169,0.046538983,0.086547779,0.056606404,0.183947458,0.569661017,132.8517797,3.966101695,247723.0678,14615661,59,rock,82,42.15254237
Synth Pop,37i9dQZF1DXd28jAsVoMbV,55178,0.616754717,0.69690566,4.471698113,-9.780622642,0.660377358,0.049081132,0.102777715,0.128935953,0.167945283,0.638332075,125.654566,4,260362.5283,13799214,53,rock,81,36.54716981
Legendary,37i9dQZF1DWWGFQLoP9qlv,623830,0.458409836,0.525770492,3.508196721,-7.752672131,0.672131148,0.04752623,0.246116254,0.048380829,0.135465574,0.537865574,103.0486639,3.254098361,196638.5082,23989898,122,rock,78,43.90163934
A Mellow Indie Odyssey,37i9dQZF1DWUqrCZuubr1Q,29888,0.358957143,0.381127857,3.042857143,-6.60675,0.592857143,0.031234286,0.301213879,0.081893086,0.112912143,0.269998571,85.78973571,2.778571429,175490.9857,24568738,140,indie,70,14.52857143
Wicked Wives Wine Party ,2EcSH9oZNzBmGDNqoTdvBJ,354,0.627924528,0.790886792,4.735849057,-6.43154717,0.811320755,0.081918868,0.098171585,0.008079411,0.212798113,0.718245283,124.4636604,4,232564.2075,12325903,53,rock,77,47.94339623
The Perfect Italian Dinner,37i9dQZF1DWT1R6bXL4dyW,80184,0.314856618,0.190382353,3.536764706,-10.76272059,0.544117647,0.033558088,0.661764706,0.242195593,0.118947794,0.284255882,81.18060294,2.698529412,133851.0588,18203744,136,None,59,17.41176471
"Like Woodstock, Man",37i9dQZF1DWXIEZGpYkkGW,46345,0.436387755,0.661795918,5.346938776,-10.43595918,0.775510204,0.087908163,0.381256082,0.154650845,0.558393878,0.546306122,117.4717755,3.87755102,341903.4898,16753271,49,rock,59,27.48979592
Summer Of Love,37i9dQZF1DWYK0o02ay4Qv,57916,0.485953846,0.556984615,5.492307692,-9.513446154,0.707692308,0.040346154,0.369777846,0.038214572,0.234224615,0.564661538,113.8182615,3.953846154,196854.6462,12795552,65,rock,56,23.53846154
Fall Flow,37i9dQZF1DWX1UA045EoPG,187792,0.71954,0.63454,5.06,-6.94572,0.42,0.14408,0.2209462,0.180602399,0.190204,0.62678,113.43268,3.98,202641.5,10132075,50,None,88,53.04
Sprinkle My Ashes Over the 80s,37i9dQZF1DX6b6iwWdOkRd,29381,0.623489796,0.717653061,4.87755102,-9.070510204,0.714285714,0.050673469,0.154384453,0.038860935,0.191130612,0.646632653,125.3098571,4,266516.0816,13059288,49,rock,74,44.89795918
Prog Rock Monsters,37i9dQZF1DX0uqkwkR49kK,80585,0.37396,0.61246,4.9,-10.96001,0.65,0.053389,0.158943937,0.313665284,0.204927,0.377683,118.8977,3.84,491947.3,49194730,100,rock,61,25.9
Fusion Fest,37i9dQZF1DX0aSJooo0zWR,50349,0.492333333,0.689608333,4.277777778,-11.17716667,0.638888889,0.051127778,0.182987778,0.704027778,0.179322222,0.659722222,125.8373889,3.861111111,355881.7778,12811744,36,blues,41,29.30555556
Face Melters,37i9dQZF1DX3IHTens272i,34182,0.424190909,0.662027273,4.963636364,-7.897190909,0.6,0.065638182,0.148885333,0.209398397,0.241689091,0.526772727,108.9932182,3.572727273,301089.0545,33119796,110,rock,74,28.51818182
#Hotmess,2Rah43YvyO765e4gACIDef,53,0.522,0.790166667,4.791666667,-5.65575,0.75,0.062429167,0.0361236,0.116606775,0.170333333,0.58425,134.460625,4,214560.2083,5149445,24,pop,70,40.66666667
Chill as Folk,37i9dQZF1DWVl5gPCRkquk,603827,0.491413793,0.488965517,4.666666667,-9.160735632,0.873563218,0.035613793,0.441614713,0.074850973,0.153848276,0.370795402,117.2215977,3.850574713,233743.3793,20335674,87,indie,77,46.75862069
Roots Revival,37i9dQZF1DX9crXQ0wuuXE,461350,0.484622642,0.426881132,4.801886792,-9.354933962,0.79245283,0.036221698,0.523809245,0.06142042,0.139610377,0.362141509,111.0955189,3.698113208,223733.9906,23715803,106,indie,72,49.0754717
Ultimate Live Jams,5bjjHyKeiGnYdupfr3UUCW,81,0.395906977,0.758302326,4.744186047,-9.03672093,0.720930233,0.079160465,0.237262233,0.404675884,0.65027907,0.47427907,132.0882093,3.976744186,844066.8605,36294875,43,rock,38,10.18604651
Short Stories,37i9dQZF1DWXmUJqjFaQNQ,7655,0.649446154,0.205878462,3.215384615,-20.66121538,0.707692308,0.87662,0.622212308,0.000539516,0.201973846,0.411830769,101.1386462,3.507692308,958827.2308,62323770,65,None,30,10.84615385
Editor's Choice: Nonfiction,37i9dQZF1DX3sMl692aSSY,6608,0.654949153,0.187748649,5.423728814,-22.39898305,0.593220339,0.859542373,0.815695424,0.025412797,0.21480339,0.431759322,101.8341525,3.508474576,562278.2034,33174414,59,None,34,6.593220339
Editor's Choice: Fiction,37i9dQZF1DX4jokLVYoXC3,8895,0.649744681,0.268364894,5.776595745,-23.26694681,0.595744681,0.886319149,0.630393617,2.02E-08,0.298410638,0.451861702,94.81661702,3.489361702,618821,58169174,94,None,29,8.606382979
Margaret Walker,37i9dQZF1DX1pKjqvkDHkD,4796,0.683230769,0.073203462,6.153846154,-24.88457692,0.653846154,0.819442308,0.610538462,0,0.317653846,0.344475,107.2404808,3.538461538,182716.6346,9501265,52,speech,12,1.269230769
Poems for Spring,37i9dQZF1DX451eXIMllLB,5492,0.683875,0.13135625,6.9375,-22.5601875,0.53125,0.83984375,0.65996875,0.007701969,0.209803125,0.4976875,102.0074688,3.34375,62882,2012224,32,None,9,3.75
A Hipster's Guide to Poetry,37i9dQZF1DX1DnmMwIpYQk,22509,0.655866667,0.220733333,5.333333333,-19.99463333,0.766666667,0.735633333,0.706676667,0.018315504,0.23697,0.353313333,96.12926667,3.433333333,155164.9,4654947,30,speech,22,8.6
A Child's Garden of Verses,37i9dQZF1DX1C9bnJXVI4K,4939,0.608243902,0.127302439,5.414634146,-22.91121951,0.609756098,0.622219512,0.724829268,0.000110491,0.267790244,0.308878049,91.75317073,3.097560976,76513.09756,3137037,41,religious,24,4.707317073
La poÃ©sie franÃ§aise,37i9dQZF1DX7ufqCXkhnSb,7055,0.603782609,0.083871957,6.239130435,-22.80802174,0.52173913,0.592191304,0.62255,0.001226163,0.200232609,0.33718913,108.7161522,3.195652174,147123.2609,6767670,46,None,11,4.847826087
Emily Dickinson,37i9dQZF1DWSZQ5nlFnjFF,10240,0.451433333,0.063386667,3.533333333,-17.06177333,0.393333333,0.5224,0.443833333,0.000426149,0.140504,0.259653333,69.14211333,2.14,26419.43333,3962915,150,speech,16,2.266666667
Love Poems,37i9dQZF1DXe8ssiX0naPV,37276,0.698428571,0.111267143,4.714285714,-25.67562857,0.628571429,0.791257143,0.659314286,0.017166762,0.172417143,0.390714286,99.5056,3.571428571,106222.5143,3717788,35,None,23,13.4
Shakespeare: The Poetry,37i9dQZF1DWX5a9hO78SUQ,18858,0.428746914,0.08762784,3.567901235,-14.76783951,0.388888889,0.48511358,0.411123457,0.000388084,0.16095,0.267049383,63.21953704,2.197530864,36087.59259,5846190,162,None,18,3.333333333
The Selected W. B. Yeats,37i9dQZF1DWZFQPyPt2dUz,4256,0.655428571,0.204433333,4.357142857,-18.99569048,0.785714286,0.612752381,0.772514286,0.004246181,0.293154762,0.35547619,97.23585714,3.5,136882.619,5749070,42,None,17,3.452380952
The Robert Frost Reading Room,37i9dQZF1DX3OlXSlU6epG,8530,0.7113125,0.115401563,7.40625,-21.97160938,0.625,0.881484375,0.801453125,1.84E-05,0.222609375,0.473171875,100.4008594,3.53125,132277.0156,8465729,64,speech,12,1.96875
Readings from Dylan Thomas,37i9dQZF1DWSTOUZR8UoNY,3216,0.655627451,0.137931373,5.774509804,-20.25808824,0.705882353,0.754745098,0.84645098,0.002951922,0.241065686,0.345332353,92.44214706,3.333333333,312173.5098,31841698,102,speech,11,0.705882353
Langston Hughes,37i9dQZF1DX7R9e00hBCQT,18116,0.687807018,0.138340351,4.929824561,-20.11863158,0.614035088,0.830968421,0.734508772,2.86E-06,0.224117544,0.399701754,108.4681053,3.596491228,115588.0351,6588518,57,speech,13,5.789473684
The Romantics,37i9dQZF1DWZDPloxGJ3JZ,9934,0.66415,0.122728,5.43,-23.66051,0.64,0.70739,0.762038,5.61E-06,0.264325,0.39795,99.45264,3.57,260296.61,26029661,100,None,13,2.54
Poetry: In Their Own Voices,37i9dQZF1DWWfysDOTP12D,31708,0.668097561,0.088514634,6.207317073,-21.4519878,0.646341463,0.746326829,0.752523171,0.0255425,0.181189024,0.330117073,101.8367927,3.487804878,126970.1463,10411552,82,speech,21,10.68292683
The Beats,37i9dQZF1DXaUR9QvMCPsb,17086,0.271033175,0.157222749,2.535545024,-8.492175355,0.265402844,0.343690995,0.421535545,0.034518698,0.172108531,0.22334455,46.91925118,1.601895735,96246.85308,20308086,211,None,20,2.218009479
Sylvia Plath,37i9dQZF1DX2G2VrXHSPQG,15160,0.672804878,0.075326829,4.853658537,-22.67246341,0.682926829,0.790585366,0.75297561,2.55E-06,0.152102439,0.242314634,102.2333659,3.414634146,133250.8049,5463283,41,speech,20,8.12195122
Edna St. Vincent Millay,37i9dQZF1DWU73wUKShGqj,2824,0.565777778,0.178222222,5.055555556,-17.66722222,0.833333333,0.527988889,0.922777778,0.148302556,0.184538889,0.372616667,97.0285,3.611111111,134009.2222,2412166,18,speech,17,4.611111111
Modern Poetry,37i9dQZF1DX26cFbtLr0Wn,18632,0.396392857,0.058555357,3.958333333,-12.29830357,0.375,0.424306548,0.519017857,0.037042209,0.107930357,0.223482738,62.12154167,2.077380952,70372.90476,11822648,168,speech,21,3.220238095
The Victorians,37i9dQZF1DWZxkZk4wnQ5T,4552,0.240058824,0.057197232,2.003460208,-7.701394464,0.224913495,0.312878893,0.232311419,0.000146003,0.089312457,0.154318339,35.50631488,1.204152249,68087.7301,19677354,289,None,10,0.332179931
Action & Adventure,37i9dQZF1DXaIjTCDpbgLL,14407,0.667746479,0.251959155,5.61971831,-21.32784507,0.676056338,0.921028169,0.819028169,0.000362841,0.209401408,0.511802817,93.53190141,3.704225352,1081744.986,76803894,71,None,15,6.211267606
The Adventures of Sherlock Holmes,37i9dQZF1DWY3FN0WeKCeB,39201,0.386220859,0.137131902,3.564417178,-12.85833129,0.460122699,0.555840491,0.522306748,0.007325563,0.205977301,0.246529448,58.87999387,2.159509202,911770.6012,148618608,163,speech,23,5.398773006
The BrontÃ«s,37i9dQZF1DX8uVDy7wwKj9,11963,0.488791367,0.104040288,3.194244604,-15.60771942,0.446043165,0.609309353,0.42175036,0.027895866,0.145469065,0.214294964,73.69717986,2.604316547,397980.0576,55319228,139,None,17,2.007194245
Charles Dickens' Classics,37i9dQZF1DX3pCvCNjYFEt,11353,0.643522388,0.255649254,5.28358209,-21.95862687,0.597014925,0.871473134,0.793910448,0.024753604,0.203123881,0.409529851,98.49353731,3.582089552,1310962.806,87834508,67,speech,20,6.567164179
The Selected D. H. Lawrence,37i9dQZF1DXdOlMB0hApiu,3222,0.671630952,0.145378571,3.833333333,-22.87520238,0.714285714,0.858678571,0.665488095,0.000522021,0.177208333,0.401179762,103.7738214,3.583333333,781903.1905,65679868,84,None,16,1.845238095
The Essential Edgar Allan Poe,37i9dQZF1DWVezbGpUvpz7,33461,0.654363636,0.252459091,6.409090909,-20.97301515,0.560606061,0.867893939,0.744151515,0.001527995,0.193836364,0.523348485,94.62272727,3.575757576,841826.9091,55560576,66,None,41,6.833333333
Blakeâ€™s 7: The Audio Series,37i9dQZF1DWTKyGuxpLg8Z,2295,0.493358491,0.397260377,4.566037736,-17.58830189,0.70754717,0.609776415,0.514680189,0.011916533,0.361854717,0.369963208,92.50777358,3.349056604,261211.3208,27688400,106,None,0,0
The H. P. Lovecraft Compendium,37i9dQZF1DX7QXVqVJ8y93,24631,0.654174603,0.274480952,5.015873016,-21.13233333,0.698412698,0.926825397,0.71191746,4.51E-06,0.17075873,0.414174603,104.1354444,3.619047619,1354999.556,85364972,63,None,26,14.52380952
Jane Austen,37i9dQZF1DWWC5ySVGqQA1,27830,0.505492126,0.109382677,4.362204724,-16.02910236,0.448818898,0.685702362,0.634519685,0.042666358,0.129702362,0.263650394,75.90326772,2.771653543,510004.0394,64770513,127,None,48,10.98425197
