playlist_name,playlist_id,followers,average_danceability,average_energy,average_key,average_loudness,average_mode,average_speechiness,average_acousticness,average_instrumentalness,average_liveness,average_valence,average_tempo,average_time_signature,average_duration_ms,total_duration,total_num,genre,max_popularity,avg_popularity
Nightly Meditations,4MLFX9OXy9ncfBlTfei9Ok,133,0.296488235,0.130110882,4.764705882,-23.12526471,0.558823529,0.043558824,0.884176471,0.797126471,0.131864706,0.129676471,99.25567647,3.588235294,321848.5,10942849,34,ambient,64,23.14705882
(Descent) A Beginning,71WgbCkbVXGzAltJTAT6lD,88,0.216130435,0.075720696,5.652173913,-28.20795652,0.565217391,0.043517391,0.906869565,0.907826087,0.128530435,0.086734783,100.026913,3.565217391,560931.0435,12901414,23,ambient,66,35.82608696
Calm Vibes,37i9dQZF1DX1s9knjP51Oa,334574,0.39792,0.0930926,4.66,-22.77604,0.46,0.046662,0.98778,0.92118,0.115818,0.198742,107.89918,3.7,168788.68,8439434,50,ambient,70,53.52
Pink Noise,37i9dQZF1DWZhzMp90Opmn,2367,0,0.16520406,0.8,-49.1646,0.4,0,0.2034,0.4,0.1318,0,0,0,197694,988470,5,None,51,47.6
Ocean Escapes,37i9dQZF1DX9if5QDLdzCa,220722,0.14785618,0.771140899,4.662921348,-20.51208989,0.528089888,0.087635955,0.412963168,0.656281047,0.639101124,0.004798011,96.88839326,3.179775281,619444.0337,55130519,89,None,56,46.08988764
Sounds of Home | Noise Therapy,4XEyHRekQ1i4bCj840V2P0,0,0.053396203,0.133443406,3.063291139,-43.2255443,0.544303797,0.022137975,0.408914623,0.607359114,0.248229114,0.023107722,33.41896203,0.911392405,378992.0759,29940374,79,None,66,39.87341772
Lost in the Forest,37i9dQZF1DWVEt8B7a1H1M,26356,0.244826316,0.377745158,4.947368421,-31.19278947,0.605263158,0.244360526,0.480598251,0.78607,0.304239474,0.056507632,103.7531842,3.368421053,296936.0789,11283571,38,None,56,35.97368421
Hawaiian Dreams,37i9dQZF1DX5FuBDzVtEFX,224260,0.540821429,0.220842857,3.928571429,-15.973,0.964285714,0.050446429,0.924642857,0.760473214,0.130285714,0.337782143,110.3707143,3.785714286,216017.4286,6048488,28,world,48,43.07142857
Traffic Jams,0mY9BQvlpraYLzg9BfKuVa,0,0.772430556,0.714388889,4.597222222,-5.8415,0.472222222,0.167816667,0.092348056,0.002679985,0.154058333,0.700833333,116.1995556,3.986111111,238020.375,17137467,72,pop,78,54.79166667
Backyard Party,37i9dQZF1DX030FFx0YCXp,116429,0.55695,0.58376,5.13,-9.70966,0.81,0.044396,0.32768587,0.022874017,0.193529,0.58168,117.11675,3.96,247552.35,24755235,100,rock,80,52.8
#JazzAppreciationMonth,2nb7lCySvvf7PNxHUD5oun,264,0.48865,0.1991315,4.725,-14.9966,0.6,0.047215,0.87845,0.283746023,0.1491725,0.365675,114.672325,3.825,244902.325,9796093,40,blues,68,39.15
Motivation Montage,2f4rXblveCedKdU2adFgC8,413,0.410413043,0.577115217,4.804347826,-13.17419565,0.630434783,0.063769565,0.328176565,0.813569565,0.162367391,0.189358696,115.4988478,3.717391304,218289.8478,10041333,46,soundtrack,53,24.36956522
Sugar & Spice,7MsOqrEv1TxiHPDiYlWVLx,123,0.548458333,0.258233333,4.833333333,-13.67945833,0.375,0.069870833,0.822666667,0.119795262,0.221304167,0.511291667,123.3660833,3.791666667,203287.2917,4878895,24,blues,54,32.20833333
Soul Soothers,3TymQFosH9UgfP5jV5mPEe,0,0.59252381,0.515190476,6.333333333,-8.035,0.571428571,0.056214286,0.313493238,0.048169692,0.190838095,0.391571429,119.0445238,3.666666667,246749.5238,5181740,21,None,45,20.47619048
Winding Roads,1JuraqRjLX4CmhyvvuXiPF,148,0.51856,0.64168,5.24,-7.79516,0.84,0.04346,0.2243732,0.025643191,0.145876,0.55148,124.2284,3.96,208469,5211725,25,indie,54,22.04
Songbirds,5JXV7ioEqB9ZA1b1RjSLVg,131,0.53732,0.38456,5.12,-10.96932,0.68,0.03458,0.635496,0.127895808,0.151232,0.274028,107.70544,3.88,232785.92,5819648,25,pop,60,28.4
Into the Woods,3fqSEmStIKS8s3mCCRQFid,85,0.523681818,0.543931818,4.863636364,-8.9545,0.681818182,0.036595455,0.375196773,0.022128791,0.149263636,0.363090909,118.4196364,3.772727273,248694.2273,5471273,22,indie,59,26.5
Mountain Sounds,2GkATHvx4Z1M6w6Rfb8BOd,1387,0.488454545,0.719515152,4.727272727,-6.569030303,0.787878788,0.042648485,0.219996379,0.072622818,0.160524242,0.441575758,114.2653333,3.909090909,240073.697,7922432,33,indie,69,38.18181818
Women of Hip Hop,37i9dQZF1DX5l9rcXWdrth,221127,0.7832,0.653342857,5.742857143,-7.203914286,0.571428571,0.216857143,0.169161771,0.014514571,0.175554286,0.550637143,112.2000286,4,217684.5429,7618959,35,rap,92,48.88571429
Women of Jazz,37i9dQZF1DX5OepaGriAIm,479576,0.535836957,0.284921739,5.391304348,-13.33202174,0.510869565,0.058073913,0.791230435,0.132652491,0.163721739,0.406617391,112.7834348,3.793478261,234660.1739,21588736,92,blues,71,38.38043478
Women of Indie,37i9dQZF1DX91UQmVbQYyN,245668,0.564841463,0.593560976,4.975609756,-8.04902439,0.780487805,0.067541463,0.258082037,0.077443983,0.167387805,0.395784146,123.5222317,3.926829268,231594.6951,18990765,82,indie,70,40.3902439
Women of Country,37i9dQZF1DX49poIUZYXp7,106295,0.595265306,0.683469388,4.571428571,-5.882755102,0.836734694,0.044991837,0.257350612,0.000452199,0.158363265,0.532795918,120.5895918,4,213017.4286,10437854,49,country,75,54.48979592
Women of Folk,37i9dQZF1DWSIcimvN18p3,104356,0.537625,0.3051125,6.675,-13.55185,0.825,0.0367125,0.6497425,0.036269599,0.1353925,0.42117,114.922425,3.85,206000.425,8240017,40,indie,49,34.325
Women of R&B,37i9dQZF1DX1wNY9tfWQsS,82343,0.655925,0.5735125,5.65,-8.947475,0.575,0.082455,0.27023775,0.019396773,0.1395725,0.60971625,113.5298875,3.9625,250377.45,20030196,80,pop,79,52.2125
Latin Divas,37i9dQZF1DX5AVYhCeISA6,243195,0.637085714,0.615385714,5.057142857,-6.727028571,0.585714286,0.06686,0.340059714,0.010909296,0.186287143,0.580342857,124.8682714,3.871428571,213324.6429,14932725,70,world,100,54.31428571
Women of Rock,37i9dQZF1DXd0ZFXhY0CRF,207648,0.447491667,0.604175,4.291666667,-5.653341667,0.575,0.041993333,0.077700147,0.039414197,0.161576667,0.452533333,108.668425,3.3,184123.2667,22094792,120,rock,74,34.76666667
The Piano Lounge,37i9dQZF1DWVUSF6gmaR8i,17786,0.454609756,0.400419512,4.829268293,-10.44302439,0.853658537,0.036736585,0.616356098,0.006656264,0.201404878,0.366702439,120.4153171,3.756097561,262324.2683,10755295,41,other,84,49.26829268
Bluegrass Byways,2EjRsHG8m4bGCrhCoJ1ykn,35,0.582105263,0.620736842,6.578947368,-7.607473684,0.684210526,0.036747368,0.53,0.079341908,0.174063158,0.693842105,124.829,4,212863.7368,4044411,19,country,64,23
The Scenic Route,6pn7MZpvAxlKPzspzMR6T6,0,0.495071429,0.343542857,4.321428571,-11.70882143,0.821428571,0.035103571,0.700571429,0.108015432,0.130871429,0.337357143,122.9273929,3.821428571,253052.0357,7085457,28,pop,72,50
Folk Rock Chill,37i9dQZF1DXat5j4Lk8UEj,382366,0.502598039,0.611607843,5.362745098,-7.256098039,0.676470588,0.038237255,0.253861931,0.0972276,0.133469608,0.398551961,120.1583235,3.794117647,230144.3039,23474719,102,indie,71,33.16666667
Piano Ballads,37i9dQZF1DWVIzZt2GAU4X,811149,0.49246875,0.284623438,4.65625,-9.1789375,0.765625,0.041279687,0.809623437,0.010550456,0.125451563,0.218351562,117.5498906,3.796875,227995.625,14591720,64,pop,84,55.40625
Indie Folk: Western Vistas,37i9dQZF1DWZyQUsU1vj4x,81418,0.472441558,0.470779221,5.922077922,-9.544402597,0.428571429,0.037572727,0.455018688,0.155686852,0.171616883,0.33778961,113.8812208,3.831168831,221998.974,17093921,77,indie,69,24.06493506
Tokyo Super Hits!,37i9dQZF1DXafb0IuPwJyF,100280,0.58856,0.76674,5.74,-4.95548,0.58,0.069944,0.143430986,0.015212689,0.176854,0.55842,120.97676,3.98,249809.34,12490467,50,None,64,42.7
Year of the Rooster,37i9dQZF1DX654l3fFiq56,18715,0.6529,0.6273,6.55,-6.82235,0.6,0.077415,0.29157,9.81E-05,0.24934,0.5269,119.52045,4,239930.8,4798616,20,pop,78,59.45
This Is: EXO,37i9dQZF1DX5JcPJgYjGcf,267491,0.62914,0.77236,4.32,-4.40096,0.58,0.078514,0.1680394,0.015969112,0.220924,0.59084,119.29426,4,216008.04,10800402,50,world,73,55.54
This Is: Madonna,37i9dQZF1DWTQllLRMgY9S,87271,0.67596,0.72838,5.72,-7.3261,0.54,0.052928,0.1556668,0.049091456,0.16116,0.608492,117.85422,4,272086.66,13604333,50,pop,70,50.72
This Is: Maroon 5,37i9dQZF1DX7KWRIlkUpsl,428374,0.65726,0.71478,5.14,-5.18052,0.6,0.054926,0.1238916,0.001207427,0.178754,0.524542,116.21158,3.98,236679.36,11833968,50,pop,74,45.92
This Is: BIGBANG,37i9dQZF1DWVw3oyaj4jsN,248608,0.639352941,0.715294118,3.294117647,-4.521617647,0.647058824,0.081270588,0.163605147,7.32E-06,0.237985294,0.445352941,122.3672647,4,218641.4706,7433810,34,world,59,32.67647059
This Is: Bryan Adams,37i9dQZF1DWXRAIdXzR5R1,61630,0.53396,0.674972,5.62,-7.72166,0.82,0.035724,0.19001672,0.003584388,0.200216,0.512366,122.30424,3.9,235478.34,11773917,50,rock,49,38.9
Haunting Vocals,37i9dQZF1DX6QDedCAYqRI,11940,0.434607843,0.421843137,5.901960784,-10.08037255,0.607843137,0.060835294,0.56790098,0.078224053,0.153294118,0.214696078,111.2353137,3.745098039,240889.8431,12285382,51,None,69,38.49019608
Chillin' by the Pool,37i9dQZF1DWYD2pxgooM7y,6453,0.69724,0.64708,4.98,-8.46538,0.54,0.066684,0.14133314,0.448447432,0.126844,0.351428,118.73092,3.98,298779.96,14938998,50,electronic,72,30.08
Hangin' There,37i9dQZF1DWVUfzMW62egm,3526,0.63218,0.73634,5.02,-6.37696,0.76,0.047086,0.1203528,0.073877207,0.178578,0.51278,122.71702,4.02,218525.56,10926278,50,indie,77,32.18
Fantastic K-Workout,37i9dQZF1DX3ZeFHRhhi7Y,74816,0.640108696,0.863586957,6.152173913,-3.679043478,0.5,0.086128261,0.058462393,0.038580996,0.213030435,0.543941304,127.2597826,3.97826087,217528.3696,10006305,46,world,85,44.10869565
K-Indie Picks,37i9dQZF1DXdTb8AG95jne,62528,0.616770115,0.454833333,4.977011494,-7.96616092,0.620689655,0.049014943,0.506773793,0.01194855,0.153454023,0.411290805,111.1799195,3.908045977,220991.0345,19226220,87,None,57,35.74712644
Hallyu Boy Bands,37i9dQZF1DX1gjl24GAQC0,100015,0.669905405,0.817121622,5.162162162,-3.769027027,0.540540541,0.087572973,0.151080527,1.29E-06,0.207451351,0.630040541,116.5627703,3.986486486,211366.0405,15641087,74,world,85,55.18918919
2017 Mnet Asian Music Awards (MAMA),37i9dQZF1DX4OyEPaWHBdk,37178,0.620184615,0.717769231,4.8,-4.153292308,0.584615385,0.097518462,0.284475523,1.06E-05,0.161096923,0.532523077,115.5640308,4,215543.2308,14010310,65,world,85,54.29230769
Workday K-Pop,37i9dQZF1DX5eq3AONkaho,34833,0.544,0.619956897,4.327586207,-3.984655172,0.568965517,0.068118966,0.223784078,0.001515488,0.165081034,0.468844828,102.1468966,3.456896552,184903.8017,21448841,116,world,74,37.94827586
Noraebang K-Pop,37i9dQZF1DWXaehqeJpkro,25486,0.5695,0.6824,5.175,-4.38005,0.85,0.065285,0.34395875,0.000132733,0.2244725,0.45055,123.571225,3.975,236713.725,9468549,40,world,69,38.15
Bubblegum K-Pop,37i9dQZF1DWTTHy0vndijk,50148,0.702714286,0.897333333,5.634920635,-2.710634921,0.619047619,0.093461905,0.128552857,0.000167729,0.207888889,0.725777778,129.5353175,4,205618.0952,12953940,63,world,69,44.53968254
K-Pop Collab Surprises,37i9dQZF1DX4IDaXtVjL83,19356,0.663255814,0.736162791,5.069767442,-4.511418605,0.581395349,0.099751163,0.236258837,2.06E-05,0.18,0.585744186,103.8123953,4.023255814,217941.4651,9371483,43,world,70,34.60465116
Fresh Finds,37i9dQZF1DWWjGdmeTyeJ6,579130,0.585633333,0.548833333,5.1,-10.79406667,0.6,0.119633333,0.5060572,0.39048518,0.169083333,0.434206667,118.1465,3.733333333,211049.9667,6331499,30,None,48,39.1
Fresh Finds: Basement,37i9dQZF1DX6bBjHfdRnza,31376,0.696233333,0.664433333,4.733333333,-10.74613333,0.633333333,0.103926667,0.180581827,0.710981667,0.141546667,0.33146,125.4163667,3.9,302575.4667,9077264,30,None,48,20.63333333
Fresh Finds: Cyclone,37i9dQZF1DX8C585qnMYHP,18955,0.306243333,0.333458267,5.633333333,-18.41253333,0.633333333,0.083303333,0.73753,0.723448267,0.132733333,0.160863333,120.6725667,3.833333333,332094.3333,9962830,30,None,40,20.2
Fresh Finds: Hiptronix,37i9dQZF1DX3u9TSHqpdJC,51921,0.6467,0.5569,5.066666667,-8.467433333,0.4,0.097263333,0.291774,0.139038893,0.162746667,0.446196667,118.4484,3.966666667,213702.4,6411072,30,None,52,37
Fresh Finds: Fire Emoji,37i9dQZF1DWW4igXXl2Qkp,36026,0.655333333,0.5617,4.966666667,-9.243866667,0.566666667,0.17566,0.346485667,0.128990379,0.182196667,0.513693333,116.1027,3.933333333,181343.1333,5440294,30,None,56,29.63333333
Fresh Finds: Six Strings,37i9dQZF1DX78toxP7mOaJ,26294,0.5552,0.538633333,5.233333333,-8.413,0.533333333,0.03923,0.412719853,0.070999812,0.172606667,0.368793333,109.3366,4,217174.9667,6515249,30,None,46,29.96666667
Women of Fresh Finds,37i9dQZF1DXao0JEaClQq9,19962,0.481672,0.441936,4.64,-6.96624,0.336,0.0769072,0.245776456,0.129194826,0.1248744,0.3234064,98.69164,3.112,177861.864,22232733,125,None,65,17.704
Lush Vibes,37i9dQZF1DXc8kgYqQLMfH,366712,0.595930435,0.249795652,5.156521739,-11.00201739,0.486956522,0.164694783,0.570818252,0.606776252,0.125115652,0.40628087,82.10501739,3.269565217,94397.38261,10855699,115,None,59,42.69565217
Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,399270,0.43519375,0.23128125,3.6125,-6.909175,0.30625,0.101544375,0.356855125,0.462582375,0.09056875,0.34278125,66.10430625,2.43125,72313.3625,11570138,160,None,62,34.85625
Lofi House,2WYBNBMHWeCrNUDXCEXgQR,0,0.74696,0.66956,5.68,-11.80138,0.38,0.103008,0.19929244,0.782962,0.152572,0.417932,120.3631,3.94,386434.16,19321708,50,electronic,49,30.44
Bleeps & Bloops,37i9dQZF1DWUraJYejk11q,121439,0.63246,0.56522,4.6,-9.10526,0.46,0.242082,0.35149,0.35851459,0.213458,0.307154,130.34134,3.94,181764,9088200,50,None,48,38.28
Badass Women,37i9dQZF1DX2I7Ykltk83m,58139,0.50836,0.69808,5.14,-7.10368,0.72,0.045358,0.110982,0.192107427,0.17254,0.47871,131.45166,4,197754.44,9887722,50,None,57,33.58
Electronic Avant-Garde,37i9dQZF1DX5YyEO1dtgbR,16287,0.43716,0.433046,5.7,-14.08018,0.4,0.113378,0.443528,0.56021624,0.14619,0.23371,115.5542,3.6,218892.26,10944613,50,electronic,40,18.1
Footwork Fever,0oZ83mcGTPudiMfpZmQcH7,0,0.65274,0.65326,6.82,-9.1776,0.52,0.175446,0.03980802,0.40652372,0.15508,0.371894,142.81712,3.74,222473.52,11123676,50,dance,26,11.38
Silk Sheets,37i9dQZF1DWVGy1YP1ojM5,193744,0.6044,0.363336,6.46,-11.25218,0.36,0.136922,0.562044,0.283262143,0.15079,0.283552,115.24356,3.96,208131.06,10406553,50,indie,85,47.92
This Is: Xavier OmÃ_r,37i9dQZF1DX7W9NinHzoYY,9668,0.6572,0.4974,5.96,-8.574,0.24,0.163528,0.385472,0.020903596,0.198012,0.395368,124.26436,4.04,222588.36,5564709,25,indie,62,44.48
Gold Instrumental Beats,37i9dQZF1DX0dU0Z2LOkZN,91358,0.70704,0.56014,5.62,-8.96484,0.44,0.103946,0.087032815,0.699727,0.179618,0.68992,108.8598,3.92,218390.62,10919531,50,rap,52,27.94
Chill Instrumental Beats,37i9dQZF1DWYoYGBbGKurt,33283,0.73332,0.372734,5.24,-11.06042,0.48,0.152142,0.372373233,0.73262082,0.181826,0.547724,110.9615,3.98,134432.26,6721613,50,blues,52,38.7
Trap & 808 Instrumental Beats,37i9dQZF1DWZqUHC2tviPw,12386,0.70058,0.55434,5.42,-9.24162,0.58,0.071286,0.070575868,0.717178464,0.155792,0.311108,131.17476,3.94,207292.76,10364638,50,pop,38,24.88
We Dem Girlz,3g2dsbLbtpOz0Gpo4W50QK,22089,0.787173913,0.657652174,5.739130435,-6.362,0.47826087,0.152504348,0.113397348,0.038324521,0.14406087,0.603956522,122.2832174,4.043478261,222361.3478,5114311,23,pop,76,39.52173913
Alternative Lunchbox,37i9dQZF1DWVncuU1dE3DR,830,0.54805,0.83945,4.15,-5.27515,0.95,0.06128,0.036314805,0.088680957,0.199155,0.55183,125.3734,3.95,237032.3,4740646,20,rock,80,54.75
1960,2PE0DbAlT8ZFiiYaCsCm4Q,410,0.53444,0.4854,4.9,-10.75114,0.84,0.046016,0.648554,0.047362432,0.256412,0.701034,123.05102,3.78,156726.38,7836319,50,rock,62,15.98
1961,7EhO7YjjFdrNRtTHcRrnnQ,312,0.572,0.459162,4.54,-11.08702,0.86,0.046984,0.6216952,0.125398391,0.23051,0.68848,117.69104,3.84,151080.32,7554016,50,pop,50,17.38
1962,7GSt7smvMMAiOFmPJ17jEf,307,0.57646,0.465544,5.52,-11.08754,0.78,0.064188,0.596626,0.104082647,0.196854,0.70822,116.5836,3.92,153571.96,7678598,50,pop,62,16.4
1963,6c1DPPuq4eNKcS2usgij9m,301,0.56244,0.52492,5.76,-10.65296,0.84,0.06189,0.56538234,0.08660598,0.25188,0.71536,115.5958,3.84,152403.12,7620156,50,pop,68,22.82
1964,2XFhZrcFAFFvBLjRQrw9wI,317,0.56496,0.524074,5.08,-9.98216,0.72,0.050688,0.5020556,0.037587448,0.206176,0.708626,123.98,3.9,162701.04,8135052,50,pop,66,21.8
1965,48GGszBLm7kS5D1xJuMnxD,337,0.5458,0.55474,4.98,-9.93522,0.82,0.04836,0.4537984,0.072352744,0.25777,0.66368,116.76474,3.86,171132.44,8556622,50,pop,70,25.14
1966,41YL3HcXd3zTXa1rMZY5uR,309,0.56962,0.56944,5.08,-9.80602,0.8,0.041574,0.3512332,0.016680746,0.191808,0.6793,117.80982,3.94,169095.34,8454767,50,pop,63,24.86
1967,3nT5EK7WTRbRZ5vtWg5irD,314,0.54654,0.5444,5.32,-9.90004,0.86,0.042002,0.41104,0.017470142,0.19757,0.67688,121.22858,3.94,167477.56,8373878,50,pop,73,24.8
1968,0sbkEFgqbA3Jjot2lbqsyx,310,0.56878,0.52848,4.76,-10.70782,0.78,0.049046,0.44196144,0.12363226,0.212834,0.66788,120.25992,3.98,186361.96,9318098,50,rock,64,29.4
1969,1xZ87c95aRIeyvqVoKCtdM,339,0.54314,0.5173,5.9,-10.30886,0.66,0.045934,0.3740354,0.022814586,0.196262,0.65414,114.37034,3.9,194384.8,9719240,50,rock,66,33.38
1970,09D0CKBRWkBBoPn46V6YTO,372,0.55908,0.60052,5.22,-9.75934,0.8,0.051136,0.3235132,0.025928644,0.252386,0.66006,116.3813,3.96,218076.46,10903823,50,rock,69,30.6
1971,5xAfItDaeAViBRNdSuQ7ZG,326,0.57116,0.532094,4.26,-10.47628,0.82,0.05692,0.459126,0.01693835,0.17734,0.66258,113.06896,3.98,199661.42,9983071,50,rock,57,27.56
1972,1DcArrb34m9SS3o8O2dATX,320,0.600734694,0.536306122,5.367346939,-10.62389796,0.755102041,0.056210204,0.474506122,0.058859182,0.178310204,0.659316327,121.0697143,3.93877551,205309.7551,10060178,49,rock,73,31.6122449
1973,5WUFWhGRVpi4ED9QpK2hOF,321,0.5774,0.56694,5.2,-10.67628,0.68,0.053534,0.3081072,0.030591912,0.157884,0.71048,124.63896,3.92,227249.4,11362470,50,rock,71,34.3
1974,78UTV8Gw5bHpyWc65qR4Px,334,0.5927,0.5769,4.94,-10.35152,0.8,0.060658,0.42120958,0.045142117,0.216026,0.68216,119.57036,3.94,211930.62,10596531,50,rock,74,33.84
1975,67FrRIrS2v0WAs8yE2JTUM,312,0.56526,0.54846,5.54,-10.67366,0.74,0.044138,0.36673114,0.028984556,0.155318,0.6332,118.3372,3.94,233631.12,11681556,50,rock,61,32.22
1976,3axv4DMbWHWf7uxOPB1I7K,352,0.61132,0.56776,5.1,-10.75994,0.76,0.046284,0.31213942,0.100991698,0.153306,0.6863,118.72106,3.94,231290.8,11564540,50,rock,69,26.58
1977,2cIkPMesqdx5VV6IAvX9bE,334,0.58674,0.55474,5.38,-10.5729,0.76,0.051302,0.3565648,0.038238248,0.17908,0.64536,119.90038,3.92,237381.64,11869082,50,rock,70,26.6
1978,05dTMGk8MjnpQg3bKuoXcc,332,0.622803922,0.517392157,5.960784314,-10.19868627,0.647058824,0.044462745,0.314813922,0.015740845,0.146162745,0.583117647,113.7426667,3.901960784,256717.5686,13092596,51,rock,64,29
1979,2xtEcvpPTus59Ppa0fv3xP,347,0.65036,0.62256,4.54,-10.05856,0.72,0.044356,0.2750628,0.027195947,0.170396,0.72098,119.08014,3.96,252456.3,12622815,50,rock,73,31.28
1980,4j0G7LOHRpKYDDXa8lxUik,464,0.65244,0.544382,4.8,-10.6126,0.78,0.049934,0.32777886,0.009616924,0.130094,0.65521,111.51536,3.94,245674.56,12283728,50,rock,67,35.72
1981,5Co3nToduGTXXF1ra9gXB3,363,0.5845,0.55354,4.7,-9.54176,0.76,0.041926,0.329922,0.007251768,0.148662,0.565304,125.29286,3.96,235712.18,11785609,50,rock,66,30.36
1982,722UH6DU3oigTYKBnfBZSy,398,0.62144,0.597908,5.24,-9.78556,0.7,0.04129,0.26758332,0.028178436,0.177344,0.645634,125.39474,4,236218.88,11810944,50,rock,73,33.74
1983,2wHQqJDXcWgQ4GLdVCfb8G,426,0.67838,0.65122,4.92,-8.798,0.6,0.05073,0.2069364,0.016100718,0.15049,0.66474,117.69086,4,262717.16,13135858,50,rock,79,38.64
1984,0FXAO6yBxrfz5PTOEuvq67,453,0.65142,0.66762,5.66,-9.15786,0.64,0.043712,0.18650108,0.024871481,0.254738,0.67116,121.71198,4,259045.62,12952281,50,rock,71,37.26
1985,5p5jgESe4r75R70Rzvqpcy,477,0.64654,0.64848,5.14,-9.20968,0.68,0.043522,0.2393052,0.027276323,0.151564,0.63456,117.40172,3.96,267950.26,13397513,50,rock,70,34.12
1986,3GM3OMvut5VuRht0dr8GJX,396,0.63898,0.59226,5.2,-10.29178,0.66,0.039782,0.2650078,0.031683668,0.174342,0.6126,115.27254,4,258032.54,12901627,50,pop,68,36.64
1987,6sKz6mI28U6Dcj7a8WpRnQ,433,0.63502,0.65824,5.16,-9.64744,0.8,0.04327,0.226627272,0.012095678,0.159214,0.60894,116.58838,4,265586.68,13279334,50,pop,70,40.62
1989,1ASJaLRG6NhOpwc8vGYceZ,397,0.62472,0.654,5.26,-8.28758,0.72,0.051436,0.20042536,0.009629972,0.16329,0.5489,120.07228,3.96,270667.26,13533363,50,pop,69,31.12
1990,0COE1X7FirWRdfOgls1JJV,446,0.65676,0.6838,4.9,-8.32536,0.78,0.053468,0.16306474,0.023949631,0.19315,0.5901,118.51736,3.98,276218.82,13810941,50,pop,68,36.44
1991,6ATJMRUakF2bhZcPBYjnD5,408,0.6274,0.6888,4.22,-8.76242,0.72,0.048238,0.19553629,0.04453681,0.155974,0.609236,117.29822,4.02,270629.18,13531459,50,pop,64,36.66
1992,62NfPhRvacdmSAsNghaRs5,431,0.61884,0.62782,5.9,-8.61448,0.72,0.056216,0.203558354,0.029032571,0.166716,0.557056,113.07048,3.94,272181.48,13609074,50,pop,74,39.88
1993,33sPgLhtkMgQLWMgdHRQma,392,0.61884,0.62782,5.9,-8.61448,0.72,0.056216,0.203558354,0.029032571,0.166716,0.557056,113.07048,3.94,272181.48,13609074,50,pop,74,39.88
1994,27hnSuEcFg6wr5C5t3J5eL,440,0.6339,0.5868,5.58,-8.63658,0.7,0.060618,0.25898702,0.00678319,0.14652,0.52526,118.06044,3.88,258477.6,12923880,50,pop,71,38.96
